transaction_id,product_id,store_id,quantity_sold,sale_date,product_name,category,price,store_name,location,city,state
6022,568,82,8,13/06/2024,Product 568,Books,424.71,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
4096,911,82,7,22/12/2023,Product 911,Toys,451.85,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
5715,3,82,1,04/04/2022,Product 3,Toys,462.55,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
9909,297,82,17,27/03/2024,Product 297,Home,388.56,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
236,601,82,3,19/04/2022,Product 601,Books,479.71,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
9353,710,82,1,01/11/2023,Product 710,Clothing,150.03,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
3394,812,82,4,29/05/2022,Product 812,Home,161.33,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
601,447,82,18,03/02/2023,Product 447,Clothing,90.29,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
4117,178,82,9,26/03/2024,Product 178,Home,452.05,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
4018,510,82,1,16/03/2022,Product 510,Clothing,219.65,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
5830,795,82,7,19/06/2022,Product 795,Books,17.4,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
6043,917,82,12,06/11/2022,Product 917,Books,255.94,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
4396,580,82,2,22/03/2022,Product 580,Toys,75.09,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
7237,281,82,2,30/06/2022,Product 281,Electronics,214.46,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
589,780,82,13,12/01/2023,Product 780,Clothing,81.9,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
2312,204,82,15,16/05/2023,Product 204,Electronics,103.5,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
3005,463,82,2,02/06/2024,Product 463,Clothing,63.14,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
5760,855,82,2,11/04/2022,Product 855,Electronics,232.81,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
7758,575,82,10,21/11/2022,Product 575,Books,237.01,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
7705,457,82,5,10/09/2022,Product 457,Electronics,236.83,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
3435,482,82,8,15/07/2023,Product 482,Toys,132.05,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
3749,434,82,3,11/07/2023,Product 434,Clothing,375.34,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
680,858,82,7,07/08/2022,Product 858,Electronics,423.54,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
7524,28,82,1,13/02/2022,Product 28,Clothing,109.88,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
8455,638,82,19,08/03/2024,Product 638,Clothing,195.42,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
913,825,82,5,06/11/2023,Product 825,Home,256.21,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
2170,531,82,18,01/07/2022,Product 531,Electronics,159.83,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
805,610,82,17,05/09/2022,Product 610,Toys,231.63,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
7755,208,82,18,09/01/2023,Product 208,Toys,477.79,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
920,938,82,11,31/03/2024,Product 938,Toys,401.82,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
7585,600,82,20,02/04/2022,Product 600,Electronics,358.08,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
3270,791,82,10,27/09/2024,Product 791,Toys,276.79,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
4407,164,82,10,21/10/2023,Product 164,Home,455.38,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
1397,690,82,15,20/07/2022,Product 690,Toys,415.43,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
5573,695,82,9,21/09/2024,Product 695,Books,49.77,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
9582,478,82,13,17/02/2022,Product 478,Books,156.86,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
4722,174,82,6,13/02/2024,Product 174,Toys,144.39,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
6833,693,82,11,26/07/2022,Product 693,Electronics,264.22,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
1268,97,82,6,02/03/2023,Product 97,Toys,31.22,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
4671,199,82,17,28/01/2022,Product 199,Toys,112.56,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
7884,147,82,12,25/08/2022,Product 147,Toys,378.59,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
1493,904,82,7,19/07/2024,Product 904,Clothing,272.51,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
1543,920,82,10,28/05/2022,Product 920,Toys,367.64,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
8580,461,82,20,21/06/2024,Product 461,Home,136.39,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
4112,56,82,15,08/11/2022,Product 56,Electronics,431.57,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
1656,255,82,10,21/05/2022,Product 255,Toys,132.3,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
2175,23,82,2,18/08/2023,Product 23,Books,166.32,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
2725,464,82,20,09/02/2024,Product 464,Books,399.22,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
3185,970,82,10,27/03/2023,Product 970,Books,280.59,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
3280,499,82,18,01/04/2023,Product 499,Home,162.56,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
4573,260,82,8,28/06/2024,Product 260,Electronics,418.94,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
5533,573,82,10,31/08/2022,Product 573,Home,414.45,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
9663,93,82,3,06/04/2022,Product 93,Clothing,248.31,Store 82,"01355 Hall Causeway
Stuartport, WI 38144",New Denisestad,Vermont
1236,475,52,7,01/08/2022,Product 475,Clothing,269.67,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
4575,976,52,11,04/02/2023,Product 976,Books,46.26,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
54,207,52,17,08/11/2023,Product 207,Electronics,304.54,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
2521,207,52,19,23/06/2024,Product 207,Electronics,304.54,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
647,257,52,20,14/03/2023,Product 257,Books,421.64,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
3300,551,52,14,26/01/2024,Product 551,Clothing,332.83,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
7550,551,52,11,31/03/2023,Product 551,Clothing,332.83,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
9099,121,52,20,22/09/2022,Product 121,Home,46.25,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
9871,979,52,17,01/02/2024,Product 979,Toys,101.27,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
1333,380,52,17,28/05/2022,Product 380,Home,196.6,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
5501,348,52,18,21/11/2022,Product 348,Clothing,196.38,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
1735,188,52,12,13/09/2024,Product 188,Books,119.72,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
3978,510,52,8,03/09/2022,Product 510,Clothing,219.65,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
2889,501,52,9,25/08/2022,Product 501,Home,38.8,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
6699,454,52,17,25/08/2024,Product 454,Electronics,371.27,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
905,847,52,7,02/03/2023,Product 847,Home,160.03,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
6961,847,52,7,03/10/2023,Product 847,Home,160.03,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
4344,477,52,18,14/08/2022,Product 477,Electronics,386.3,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
3296,324,52,17,27/09/2022,Product 324,Toys,452.17,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
3468,940,52,8,09/06/2023,Product 940,Clothing,155.04,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
8054,606,52,18,25/05/2023,Product 606,Toys,14.49,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
478,320,52,17,13/11/2022,Product 320,Books,267.17,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
6391,771,52,20,23/03/2022,Product 771,Electronics,447.69,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
1172,827,52,4,22/10/2023,Product 827,Electronics,362.87,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
3680,195,52,9,09/11/2023,Product 195,Toys,382.4,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
4686,626,52,8,20/03/2023,Product 626,Clothing,219.69,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
1299,95,52,12,11/11/2023,Product 95,Electronics,396.25,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
4469,326,52,19,20/07/2022,Product 326,Home,444.43,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
7057,546,52,17,02/06/2023,Product 546,Books,301.53,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
8024,600,52,6,25/02/2023,Product 600,Electronics,358.08,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
4808,870,52,15,15/03/2023,Product 870,Electronics,203.37,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
8940,688,52,8,02/09/2023,Product 688,Home,22.68,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
2920,139,52,9,24/04/2024,Product 139,Toys,470.52,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
2794,371,52,13,10/07/2022,Product 371,Toys,208.42,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
3130,201,52,16,06/07/2024,Product 201,Electronics,147.36,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
5347,837,52,18,05/02/2024,Product 837,Home,355.81,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
1186,578,52,2,12/05/2024,Product 578,Books,136.62,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
1455,301,52,17,25/04/2023,Product 301,Electronics,33.93,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
7573,186,52,19,26/08/2023,Product 186,Toys,264.44,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
9972,381,52,15,25/02/2023,Product 381,Clothing,57.31,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
9624,77,52,12,21/11/2023,Product 77,Electronics,331.11,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
1730,691,52,12,07/07/2024,Product 691,Home,56.6,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
7511,412,52,12,02/02/2023,Product 412,Toys,347.13,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
2752,105,52,16,12/04/2022,Product 105,Books,130.28,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
2161,391,52,18,21/08/2024,Product 391,Clothing,409.15,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
7948,994,52,5,25/04/2023,Product 994,Books,94.28,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
9224,748,52,19,02/07/2024,Product 748,Clothing,443.79,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
9453,942,52,9,05/08/2024,Product 942,Electronics,14.95,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
5064,337,52,18,11/12/2023,Product 337,Books,435.98,Store 52,"09491 Wilson Rest
South Crystaltown, NE 92321",West Timothyberg,Oklahoma
1427,475,99,18,16/06/2022,Product 475,Clothing,269.67,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
9930,367,99,4,10/12/2022,Product 367,Electronics,206.36,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
6121,945,99,3,10/01/2024,Product 945,Toys,488.9,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
1272,630,99,2,27/10/2023,Product 630,Books,161.8,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
48,78,99,8,17/06/2024,Product 78,Clothing,339.57,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
8551,155,99,4,09/11/2023,Product 155,Electronics,260.65,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
9974,18,99,3,14/09/2023,Product 18,Clothing,404.14,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
5031,551,99,16,26/08/2024,Product 551,Clothing,332.83,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
344,949,99,7,21/12/2023,Product 949,Home,200.19,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
9517,829,99,19,22/09/2022,Product 829,Electronics,75.84,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
1824,770,99,1,05/09/2023,Product 770,Home,356.91,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
8716,770,99,16,12/01/2022,Product 770,Home,356.91,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
730,238,99,10,09/07/2024,Product 238,Toys,358.28,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
250,116,99,8,29/06/2024,Product 116,Clothing,158.5,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
734,951,99,16,21/01/2024,Product 951,Toys,354.19,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
2605,731,99,10,05/02/2024,Product 731,Books,451.41,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
2091,14,99,17,22/03/2023,Product 14,Clothing,114.23,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
5420,310,99,13,26/02/2024,Product 310,Home,421.3,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
789,243,99,9,03/01/2023,Product 243,Home,496.59,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
540,347,99,6,14/05/2023,Product 347,Clothing,420.76,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
9603,347,99,18,20/05/2022,Product 347,Clothing,420.76,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
1458,375,99,17,28/08/2022,Product 375,Electronics,209.38,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
4310,375,99,19,16/07/2023,Product 375,Electronics,209.38,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
916,723,99,2,02/07/2023,Product 723,Toys,418.82,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
444,279,99,18,28/11/2022,Product 279,Home,277.06,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
702,905,99,9,18/05/2024,Product 905,Clothing,350.37,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
5018,86,99,12,13/11/2022,Product 86,Toys,33.98,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
4233,749,99,9,08/12/2023,Product 749,Toys,456.7,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
9280,984,99,17,09/01/2024,Product 984,Books,22.37,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
5822,820,99,11,02/06/2023,Product 820,Clothing,256.77,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
4981,195,99,8,14/08/2024,Product 195,Toys,382.4,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
6520,265,99,15,09/03/2022,Product 265,Home,480.8,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
8077,268,99,18,26/08/2024,Product 268,Electronics,359.03,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
2362,932,99,12,10/11/2023,Product 932,Toys,30.97,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
2406,160,99,13,04/04/2024,Product 160,Books,498.1,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
9927,282,99,18,30/07/2022,Product 282,Clothing,37.09,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
8231,45,99,12,09/08/2023,Product 45,Home,75.82,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
1720,791,99,10,24/05/2022,Product 791,Toys,276.79,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
6841,519,99,2,29/12/2023,Product 519,Home,47.23,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
5203,690,99,18,25/07/2022,Product 690,Toys,415.43,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
9183,596,99,16,17/01/2022,Product 596,Books,238.7,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
1952,201,99,12,15/10/2023,Product 201,Electronics,147.36,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
2987,51,99,10,15/03/2022,Product 51,Books,155.91,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
6234,700,99,11,12/03/2022,Product 700,Books,138.43,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
8212,249,99,19,23/03/2024,Product 249,Clothing,366.67,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
5094,558,99,4,28/10/2023,Product 558,Clothing,142.09,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
1224,301,99,17,11/05/2022,Product 301,Electronics,33.93,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
3716,386,99,12,05/03/2024,Product 386,Clothing,112.52,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
4918,751,99,12,31/10/2023,Product 751,Clothing,187.92,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
8458,430,99,7,08/12/2022,Product 430,Electronics,393.46,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
3267,774,99,13,27/07/2024,Product 774,Electronics,24.86,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
8232,466,99,7,07/04/2024,Product 466,Clothing,183.04,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
6912,43,99,15,22/10/2022,Product 43,Books,133.75,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
2234,343,99,5,22/02/2024,Product 343,Clothing,139.61,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
2402,235,99,17,06/12/2022,Product 235,Books,425.57,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
2280,499,99,12,24/08/2023,Product 499,Home,162.56,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
3767,982,99,1,29/03/2022,Product 982,Home,484.15,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
8099,886,99,10,03/05/2023,Product 886,Home,496.19,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
4110,269,99,6,27/01/2024,Product 269,Home,101.76,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
3187,150,99,3,27/01/2022,Product 150,Home,210.56,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
3265,500,99,13,09/02/2023,Product 500,Clothing,295.85,Store 99,"38086 Turner Loop Suite 934
Port Staceyside, OK 55947",Washingtonstad,Nevada
1432,475,1,12,20/06/2024,Product 475,Clothing,269.67,Store 1,"7598 Reed Inlet
Kellyhaven, GA 86795",Jamesland,Oregon
4450,166,1,18,31/08/2024,Product 166,Books,266.51,Store 1,"7598 Reed Inlet
Kellyhaven, GA 86795",Jamesland,Oregon
6075,298,1,18,16/01/2022,Product 298,Books,280.12,Store 1,"7598 Reed Inlet
Kellyhaven, GA 86795",Jamesland,Oregon
6973,782,1,2,03/03/2023,Product 782,Electronics,429.24,Store 1,"7598 Reed Inlet
Kellyhaven, GA 86795",Jamesland,Oregon
9401,376,1,5,22/01/2023,Product 376,Electronics,416.32,Store 1,"7598 Reed Inlet
Kellyhaven, GA 86795",Jamesland,Oregon
5529,714,1,16,19/09/2024,Product 714,Clothing,486.53,Store 1,"7598 Reed Inlet
Kellyhaven, GA 86795",Jamesland,Oregon
